id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,3,hourly_min,24,,120,120,840,5000.0,42.37,50.0,1199.92,,50.0,8399.43,8399.43,168,168,24,1,0,168,0,42.37,0.0,7118.16,7118.16,0.0,18,1281.27,8399.43,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,840,5000.0,45.91,54.17,1300.17,,54.17,9101.2,9101.2,168,168,24,1,0,168,0,45.91,0.0,7712.88,7712.88,0.0,18,1388.32,9101.2,https://master.therentos.com/uploads/1779901823_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,840,5000.0,52.97,62.5,1500.11,,62.5,10500.77,10500.77,168,168,24,1,0,168,0,52.97,0.0,8898.96,8898.96,0.0,18,1601.81,10500.77,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,3,hourly_min,24,,120,120,840,5000.0,56.5,66.67,1600.08,,66.67,11200.56,11200.56,168,168,24,1,0,168,0,56.5,0.0,9492.0,9492.0,0.0,18,1708.56,11200.56,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,840,5000.0,60.03,70.84,1700.05,,70.84,11900.35,11900.35,168,168,24,1,0,168,0,60.03,0.0,10085.04,10085.04,0.0,18,1815.31,11900.35,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
10,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5426,21,0,1,hourly_min,24,,120,120,840,5000.0,60.03,70.84,1700.05,,70.84,11900.35,11900.35,168,168,24,1,0,168,0,60.03,0.0,10085.04,10085.04,0.0,18,1815.31,11900.35,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
11,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5542,24,0,1,hourly_min,24,,120,120,840,5000.0,70.62,83.33,1999.96,,83.33,13999.71,13999.71,168,168,24,1,0,168,0,70.62,0.0,11864.16,11864.16,0.0,18,2135.55,13999.71,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,840,5000.0,70.62,83.33,1999.96,,83.33,13999.71,13999.71,168,168,24,1,0,168,0,70.62,0.0,11864.16,11864.16,0.0,18,2135.55,13999.71,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
14,Swift Petrol AMT,AVS RENT A CAB,1,KL07DF5428,36,0,2,hourly_min,24,,120,120,840,5000.0,67.09,79.17,1899.99,,79.17,13299.92,13299.92,168,168,24,1,0,168,0,67.09,0.0,11271.12,11271.12,0.0,18,2028.8,13299.92,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,2,hourly_min,24,,120,120,840,5000.0,67.09,79.17,1899.99,,79.17,13299.92,13299.92,168,168,24,1,0,168,0,67.09,0.0,11271.12,11271.12,0.0,18,2028.8,13299.92,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
19,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5579,37,0,2,hourly_min,24,,120,120,840,5000.0,77.68,91.66,2199.9,,91.66,15399.28,15399.28,168,168,24,1,0,168,0,77.68,0.0,13050.24,13050.24,0.0,18,2349.04,15399.28,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,840,5000.0,77.69,91.67,2200.18,,91.67,15401.27,15401.27,168,168,24,1,0,168,0,77.69,0.0,13051.92,13051.92,0.0,18,2349.35,15401.27,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
22,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0435,26,0,2,hourly_min,24,,120,120,840,5000.0,95.34,112.5,2700.03,,112.5,18900.2,18900.2,168,168,24,1,0,168,0,95.34,0.0,16017.12,16017.12,0.0,18,2883.08,18900.2,https://master.therentos.com/uploads/1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
24,Brezza Petrol AMT,AVS RENT A CAB,1,KL07CY7219,38,0,1,hourly_min,24,,120,120,840,5000.0,88.28,104.17,2500.09,,104.17,17500.63,17500.63,168,168,24,1,0,168,0,88.28,0.0,14831.04,14831.04,0.0,18,2669.59,17500.63,https://master.therentos.com/uploads/1779907335_1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
25,Dezire Petrol AMT,AVS RENT A CAB,1,KL07DK0536,27,0,2,hourly_min,24,,120,120,840,5000.0,70.62,83.33,1999.96,,83.33,13999.71,13999.71,168,168,24,1,0,168,0,70.62,0.0,11864.16,11864.16,0.0,18,2135.55,13999.71,https://master.therentos.com/uploads/1774789833_Dzire.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
