id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,3,hourly_min,24,,120,120,380,5000.0,42.37,50.0,1199.92,,50.0,3799.74,3799.74,76,76,24,1,0,76,0,42.37,0.0,3220.12,3220.12,0.0,18,579.62,3799.74,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,380,5000.0,45.91,54.17,1300.17,,54.17,4117.21,4117.21,76,76,24,1,0,76,0,45.91,0.0,3489.16,3489.16,0.0,18,628.05,4117.21,https://master.therentos.com/uploads/1779901823_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,380,5000.0,52.97,62.5,1500.11,,62.5,4750.35,4750.35,76,76,24,1,0,76,0,52.97,0.0,4025.72,4025.72,0.0,18,724.63,4750.35,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,3,hourly_min,24,,120,120,380,5000.0,56.5,66.67,1600.08,,66.67,5066.92,5066.92,76,76,24,1,0,76,0,56.5,0.0,4294.0,4294.0,0.0,18,772.92,5066.92,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,380,5000.0,60.03,70.84,1700.05,,70.84,5383.49,5383.49,76,76,24,1,0,76,0,60.03,0.0,4562.28,4562.28,0.0,18,821.21,5383.49,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
10,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5426,21,0,1,hourly_min,24,,120,120,380,5000.0,60.03,70.84,1700.05,,70.84,5383.49,5383.49,76,76,24,1,0,76,0,60.03,0.0,4562.28,4562.28,0.0,18,821.21,5383.49,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
11,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5542,24,0,1,hourly_min,24,,120,120,380,5000.0,70.62,83.33,1999.96,,83.33,6333.2,6333.2,76,76,24,1,0,76,0,70.62,0.0,5367.12,5367.12,0.0,18,966.08,6333.2,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,380,5000.0,70.62,83.33,1999.96,,83.33,6333.2,6333.2,76,76,24,1,0,76,0,70.62,0.0,5367.12,5367.12,0.0,18,966.08,6333.2,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
14,Swift Petrol AMT,AVS RENT A CAB,1,KL07DF5428,36,0,2,hourly_min,24,,120,120,380,5000.0,67.09,79.17,1899.99,,79.17,6016.63,6016.63,76,76,24,1,0,76,0,67.09,0.0,5098.84,5098.84,0.0,18,917.79,6016.63,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,2,hourly_min,24,,120,120,380,5000.0,67.09,79.17,1899.99,,79.17,6016.63,6016.63,76,76,24,1,0,76,0,67.09,0.0,5098.84,5098.84,0.0,18,917.79,6016.63,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
19,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5579,37,0,2,hourly_min,24,,120,120,380,5000.0,77.68,91.66,2199.9,,91.66,6966.34,6966.34,76,76,24,1,0,76,0,77.68,0.0,5903.68,5903.68,0.0,18,1062.66,6966.34,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,380,5000.0,77.69,91.67,2200.18,,91.67,6967.24,6967.24,76,76,24,1,0,76,0,77.69,0.0,5904.44,5904.44,0.0,18,1062.8,6967.24,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
22,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0435,26,0,2,hourly_min,24,,120,120,380,5000.0,95.34,112.5,2700.03,,112.5,8550.09,8550.09,76,76,24,1,0,76,0,95.34,0.0,7245.84,7245.84,0.0,18,1304.25,8550.09,https://master.therentos.com/uploads/1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
24,Brezza Petrol AMT,AVS RENT A CAB,1,KL07CY7219,38,0,1,hourly_min,24,,120,120,380,5000.0,88.28,104.17,2500.09,,104.17,7916.95,7916.95,76,76,24,1,0,76,0,88.28,0.0,6709.28,6709.28,0.0,18,1207.67,7916.95,https://master.therentos.com/uploads/1779907335_1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
25,Dezire Petrol AMT,AVS RENT A CAB,1,KL07DK0536,27,0,2,hourly_min,24,,120,120,380,5000.0,70.62,83.33,1999.96,,83.33,6333.2,6333.2,76,76,24,1,0,76,0,70.62,0.0,5367.12,5367.12,0.0,18,966.08,6333.2,https://master.therentos.com/uploads/1774789833_Dzire.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
27,WagonR Petrol MT,AVS RENT A CAB,1,KL07CT4013,22,0,2,hourly_min,24,,120,120,380,5000.0,49.44,58.34,1400.14,,58.34,4433.78,4433.78,76,76,24,1,0,76,0,49.44,0.0,3757.44,3757.44,0.0,18,676.34,4433.78,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
