id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,1,hourly_min,24,,120,120,180,5000.0,42.37,50.0,1199.92,,50.0,1799.88,1799.88,36,36,24,1,0,36,0,42.37,0.0,1525.32,1525.32,0.0,18,274.56,1799.88,https://master.therentos.com/uploads/1788423757_Alto K10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
7,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5439,35,0,2,hourly_min,24,,120,120,180,5000.0,56.5,66.67,1600.08,,66.67,2400.12,2400.12,36,36,24,1,0,36,0,56.5,0.0,2034.0,2034.0,0.0,18,366.12,2400.12,https://master.therentos.com/uploads/1788423810_celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
23,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0439,26,0,1,hourly_min,24,,120,120,180,5000.0,95.34,112.5,2700.03,,112.5,4050.04,4050.04,36,36,24,1,0,36,0,95.34,0.0,3432.24,3432.24,0.0,18,617.8,4050.04,https://master.therentos.com/uploads/1788423695_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
28,WagonR Petrol MT,AVS RENT A CAB,1,KL07CQ8895,22,0,1,hourly_min,24,,120,120,180,5000.0,49.44,58.34,1400.14,,58.34,2100.21,2100.21,36,36,24,1,0,36,0,49.44,0.0,1779.84,1779.84,0.0,18,320.37,2100.21,https://master.therentos.com/uploads/1788423574_wagonr.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
38,Ignis Petrol MT,AVS RENT A CAB,1,KL07DF7910,41,0,1,hourly_min,24,,120,120,180,5000.0,52.97,62.5,1500.11,,62.5,2250.17,2250.17,36,36,24,1,0,36,0,52.97,0.0,1906.92,1906.92,0.0,18,343.25,2250.17,https://master.therentos.com/uploads/1788424023_ignis.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
67,Ertiga Petrol AMT,AVS RENT A CAB,1,KL07DE9443,50,0,1,hourly_min,24,,120,120,180,10000.0,105.93,125.0,2999.94,,125.0,4499.91,4499.91,36,36,24,1,0,36,0,105.93,0.0,3813.48,3813.48,0.0,18,686.43,4499.91,https://master.therentos.com/uploads/1788424146_Ertiga.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
72,Grand i10 Petrol AMT,AVS RENT A CAB,1,KL07DF4942,40,0,1,hourly_min,24,,120,120,180,5000.0,56.5,66.67,1600.08,,66.67,2400.12,2400.12,36,36,24,1,0,36,0,56.5,0.0,2034.0,2034.0,0.0,18,366.12,2400.12,https://master.therentos.com/uploads/1788423932_i10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
