id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,240,5000.0,45.91,54.17,1300.17,,54.17,2600.34,2600.34,48,48,24,1,0,48,0,45.91,0.0,2203.68,2203.68,0.0,18,396.66,2600.34,https://master.therentos.com/uploads/1779901823_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,240,5000.0,52.97,62.5,1500.11,,62.5,3000.22,3000.22,48,48,24,1,0,48,0,52.97,0.0,2542.56,2542.56,0.0,18,457.66,3000.22,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,240,5000.0,77.69,91.67,2200.18,,91.67,4400.36,4400.36,48,48,24,1,0,48,0,77.69,0.0,3729.12,3729.12,0.0,18,671.24,4400.36,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
23,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0439,26,0,1,hourly_min,24,,120,120,240,5000.0,95.34,112.5,2700.03,,112.5,5400.06,5400.06,48,48,24,1,0,48,0,95.34,0.0,4576.32,4576.32,0.0,18,823.74,5400.06,https://master.therentos.com/uploads/1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
26,Dezire Petrol AMT,AVS RENT A CAB,1,KL07DK0539,27,0,1,hourly_min,24,,120,120,240,5000.0,70.62,83.33,1999.96,,83.33,3999.92,3999.92,48,48,24,1,0,48,0,70.62,0.0,3389.76,3389.76,0.0,18,610.16,3999.92,https://master.therentos.com/uploads/1774789833_Dzire.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
29,WagonR Petrol MT,AVS RENT A CAB,1,KL07DF5436,22,0,3,hourly_min,24,,120,120,240,5000.0,52.97,62.5,1500.11,,62.5,3000.22,3000.22,48,48,24,1,0,48,0,52.97,0.0,2542.56,2542.56,0.0,18,457.66,3000.22,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
33,Grand i10 Petrol MT,AVS RENT A CAB,1,KL07DF5075,30,0,2,hourly_min,24,,120,120,240,5000.0,52.97,62.5,1500.11,,62.5,3000.22,3000.22,48,48,24,1,0,48,0,52.97,0.0,2542.56,2542.56,0.0,18,457.66,3000.22,https://master.therentos.com/uploads/1774857734_i10 nios.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
36,S Presso Petrol AMT,AVS RENT A CAB,1,KL07DF5526,34,0,2,hourly_min,24,,120,120,240,5000.0,45.9,54.16,1299.89,,54.16,2599.78,2599.78,48,48,24,1,0,48,0,45.9,0.0,2203.2,2203.2,0.0,18,396.58,2599.78,https://master.therentos.com/uploads/1779902487_PngItem_5852187.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
40,Ignis Petrol AMT,AVS RENT A CAB,1,KL07DF7940,42,0,3,hourly_min,24,,120,120,240,5000.0,56.5,66.67,1600.08,,66.67,3200.16,3200.16,48,48,24,1,0,48,0,56.5,0.0,2712.0,2712.0,0.0,18,488.16,3200.16,https://master.therentos.com/uploads/1779909174_PngItem_1232124.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
42,Exter Petrol AMT,AVS RENT A CAB,1,KL07DJ5476,43,0,1,hourly_min,24,,120,120,240,5000.0,63.56,75.0,1800.02,,75.0,3600.04,3600.04,48,48,24,1,0,48,0,63.56,0.0,3050.88,3050.88,0.0,18,549.16,3600.04,https://master.therentos.com/uploads/1779909499_1698469850.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
