id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
2,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8546,31,0,2,hourly_min,24,,120,120,480,5000.0,42.37,50.0,1199.92,,50.0,4799.67,4799.67,96,96,24,1,0,96,0,42.37,0.0,4067.52,4067.52,0.0,18,732.15,4799.67,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
7,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5439,35,0,1,hourly_min,24,,120,120,480,5000.0,56.5,66.67,1600.08,,66.67,6400.32,6400.32,96,96,24,1,0,96,0,56.5,0.0,5424.0,5424.0,0.0,18,976.32,6400.32,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,480,5000.0,60.03,70.84,1700.05,,70.84,6800.2,6800.2,96,96,24,1,0,96,0,60.03,0.0,5762.88,5762.88,0.0,18,1037.32,6800.2,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,480,5000.0,70.62,83.33,1999.96,,83.33,7999.83,7999.83,96,96,24,1,0,96,0,70.62,0.0,6779.52,6779.52,0.0,18,1220.31,7999.83,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,1,hourly_min,24,,120,120,480,5000.0,67.09,79.17,1899.99,,79.17,7599.96,7599.96,96,96,24,1,0,96,0,67.09,0.0,6440.64,6440.64,0.0,18,1159.32,7599.96,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
19,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5579,37,0,2,hourly_min,24,,120,120,480,5000.0,77.68,91.66,2199.9,,91.66,8799.59,8799.59,96,96,24,1,0,96,0,77.68,0.0,7457.28,7457.28,0.0,18,1342.31,8799.59,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,480,5000.0,77.69,91.67,2200.18,,91.67,8800.72,8800.72,96,96,24,1,0,96,0,77.69,0.0,7458.24,7458.24,0.0,18,1342.48,8800.72,https://master.therentos.com/uploads/1781728937_balenoo.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
22,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0435,26,0,1,hourly_min,24,,120,120,480,5000.0,95.34,112.5,2700.03,,112.5,10800.12,10800.12,96,96,24,1,0,96,0,95.34,0.0,9152.64,9152.64,0.0,18,1647.48,10800.12,https://master.therentos.com/uploads/1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
27,WagonR Petrol MT,AVS RENT A CAB,1,KL07CT4013,22,0,2,hourly_min,24,,120,120,480,5000.0,49.44,58.34,1400.14,,58.34,5600.56,5600.56,96,96,24,1,0,96,0,49.44,0.0,4746.24,4746.24,0.0,18,854.32,5600.56,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
30,WagonR Petrol MT,AVS RENT A CAB,1,KL07DF5582,22,0,2,hourly_min,24,,120,120,480,5000.0,52.97,62.5,1500.11,,62.5,6000.44,6000.44,96,96,24,1,0,96,0,52.97,0.0,5085.12,5085.12,0.0,18,915.32,6000.44,https://master.therentos.com/uploads/1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
