id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,3,hourly_min,24,,120,120,960,5000.0,42.37,50.0,1199.92,,50.0,9599.35,9599.35,192,192,24,1,0,192,0,42.37,0.0,8135.04,8135.04,0.0,18,1464.31,9599.35,https://master.therentos.com/uploads/1788423757_Alto K10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,960,5000.0,45.91,54.17,1300.17,,54.17,10401.37,10401.37,192,192,24,1,0,192,0,45.91,0.0,8814.72,8814.72,0.0,18,1586.65,10401.37,https://master.therentos.com/uploads/1788423769_Alto K10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,960,5000.0,52.97,62.5,1500.11,,62.5,12000.88,12000.88,192,192,24,1,0,192,0,52.97,0.0,10170.24,10170.24,0.0,18,1830.64,12000.88,https://master.therentos.com/uploads/1788423662_celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,3,hourly_min,24,,120,120,960,5000.0,56.5,66.67,1600.08,,66.67,12800.64,12800.64,192,192,24,1,0,192,0,56.5,0.0,10848.0,10848.0,0.0,18,1952.64,12800.64,https://master.therentos.com/uploads/1788423810_celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,960,5000.0,60.03,70.84,1700.05,,70.84,13600.4,13600.4,192,192,24,1,0,192,0,60.03,0.0,11525.76,11525.76,0.0,18,2074.64,13600.4,https://master.therentos.com/uploads/1788423554_swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
10,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5426,21,0,1,hourly_min,24,,120,120,960,5000.0,60.03,70.84,1700.05,,70.84,13600.4,13600.4,192,192,24,1,0,192,0,60.03,0.0,11525.76,11525.76,0.0,18,2074.64,13600.4,https://master.therentos.com/uploads/1788423554_swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
11,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5542,24,0,1,hourly_min,24,,120,120,960,5000.0,70.62,83.33,1999.96,,83.33,15999.67,15999.67,192,192,24,1,0,192,0,70.62,0.0,13559.04,13559.04,0.0,18,2440.63,15999.67,https://master.therentos.com/uploads/1788423645_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,960,5000.0,70.62,83.33,1999.96,,83.33,15999.67,15999.67,192,192,24,1,0,192,0,70.62,0.0,13559.04,13559.04,0.0,18,2440.63,15999.67,https://master.therentos.com/uploads/1788423645_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
14,Swift Petrol AMT,AVS RENT A CAB,1,KL07DF5428,36,0,2,hourly_min,24,,120,120,960,5000.0,67.09,79.17,1899.99,,79.17,15199.91,15199.91,192,192,24,1,0,192,0,67.09,0.0,12881.28,12881.28,0.0,18,2318.63,15199.91,https://master.therentos.com/uploads/1788423823_swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,2,hourly_min,24,,120,120,960,5000.0,67.09,79.17,1899.99,,79.17,15199.91,15199.91,192,192,24,1,0,192,0,67.09,0.0,12881.28,12881.28,0.0,18,2318.63,15199.91,https://master.therentos.com/uploads/1788423823_swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
19,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DF5579,37,0,2,hourly_min,24,,120,120,960,5000.0,77.68,91.66,2199.9,,91.66,17599.18,17599.18,192,192,24,1,0,192,0,77.68,0.0,14914.56,14914.56,0.0,18,2684.62,17599.18,https://master.therentos.com/uploads/1788423836_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
20,Baleno Petrol AMT,AVS RENT A CAB,1,KL07DB9370,37,0,1,hourly_min,24,,120,120,960,5000.0,77.69,91.67,2200.18,,91.67,17601.45,17601.45,192,192,24,1,0,192,0,77.69,0.0,14916.48,14916.48,0.0,18,2684.97,17601.45,https://master.therentos.com/uploads/1788423836_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
22,Brezza Petrol MT,AVS RENT A CAB,1,KL07DE0435,26,0,2,hourly_min,24,,120,120,960,5000.0,95.34,112.5,2700.03,,112.5,21600.23,21600.23,192,192,24,1,0,192,0,95.34,0.0,18305.28,18305.28,0.0,18,3294.95,21600.23,https://master.therentos.com/uploads/1788423695_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
24,Brezza Petrol AMT,AVS RENT A CAB,1,KL07CY7219,38,0,1,hourly_min,24,,120,120,960,5000.0,88.28,104.17,2500.09,,104.17,20000.72,20000.72,192,192,24,1,0,192,0,88.28,0.0,16949.76,16949.76,0.0,18,3050.96,20000.72,https://master.therentos.com/uploads/1788423847_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
25,Dezire Petrol AMT,AVS RENT A CAB,1,KL07DK0536,27,0,2,hourly_min,24,,120,120,960,5000.0,70.62,83.33,1999.96,,83.33,15999.67,15999.67,192,192,24,1,0,192,0,70.62,0.0,13559.04,13559.04,0.0,18,2440.63,15999.67,https://master.therentos.com/uploads/1788423707_dzire.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
27,WagonR Petrol MT,AVS RENT A CAB,1,KL07CT4013,22,0,2,hourly_min,24,,120,120,960,5000.0,49.44,58.34,1400.14,,58.34,11201.13,11201.13,192,192,24,1,0,192,0,49.44,0.0,9492.48,9492.48,0.0,18,1708.65,11201.13,https://master.therentos.com/uploads/1788423574_wagonr.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
29,WagonR Petrol MT,AVS RENT A CAB,1,KL07DF5436,22,0,3,hourly_min,24,,120,120,960,5000.0,52.97,62.5,1500.11,,62.5,12000.88,12000.88,192,192,24,1,0,192,0,52.97,0.0,10170.24,10170.24,0.0,18,1830.64,12000.88,https://master.therentos.com/uploads/1788423574_wagonr.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
31,WagonR Petrol AMT,AVS RENT A CAB,1,KL07DE1280,39,0,2,hourly_min,24,,120,120,960,5000.0,56.5,66.67,1600.08,,66.67,12800.64,12800.64,192,192,24,1,0,192,0,56.5,0.0,10848.0,10848.0,0.0,18,1952.64,12800.64,https://master.therentos.com/uploads/1788423913_wagonr.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
33,Grand i10 Petrol MT,AVS RENT A CAB,1,KL07DF5075,30,0,2,hourly_min,24,,120,120,960,5000.0,52.97,62.5,1500.11,,62.5,12000.88,12000.88,192,192,24,1,0,192,0,52.97,0.0,10170.24,10170.24,0.0,18,1830.64,12000.88,https://master.therentos.com/uploads/1788423747_i10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
35,Grand i10 Petrol AMT,AVS RENT A CAB,1,KL07DF5013,40,0,2,hourly_min,24,,120,120,960,5000.0,56.5,66.67,1600.08,,66.67,12800.64,12800.64,192,192,24,1,0,192,0,56.5,0.0,10848.0,10848.0,0.0,18,1952.64,12800.64,https://master.therentos.com/uploads/1788423932_i10.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
36,S Presso Petrol AMT,AVS RENT A CAB,1,KL07DF5526,34,0,2,hourly_min,24,,120,120,960,5000.0,45.9,54.16,1299.89,,54.16,10399.1,10399.1,192,192,24,1,0,192,0,45.9,0.0,8812.8,8812.8,0.0,18,1586.3,10399.1,https://master.therentos.com/uploads/1788423796_spresso.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
