id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,270,5000.0,52.97,62.5,1500.11,,62.5,3375.25,3375.25,54,54,24,1,0,54,0,52.97,0.0,2860.38,2860.38,0.0,18,514.87,3375.25,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
24,Brezza Petrol AMT,AVS RENT A CAB,1,KL07CY7219,38,0,1,hourly_min,24,,120,120,270,5000.0,88.28,104.17,2500.09,,104.17,5625.2,5625.2,54,54,24,1,0,54,0,88.28,0.0,4767.12,4767.12,0.0,18,858.08,5625.2,https://master.therentos.com/uploads/1779907335_1774789845_Brezza.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
32,WagonR Petrol AMT,AVS RENT A CAB,1,KL07DE0288,39,0,1,hourly_min,24,,120,120,270,5000.0,56.5,66.67,1600.08,,66.67,3600.18,3600.18,54,54,24,1,0,54,0,56.5,0.0,3051.0,3051.0,0.0,18,549.18,3600.18,https://master.therentos.com/uploads/1779908113_1774789892_Wagon R_.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
37,S Presso Petrol AMT,AVS RENT A CAB,1,KL07DF5518,34,0,1,hourly_min,24,,120,120,270,5000.0,45.9,54.16,1299.89,,54.16,2924.75,2924.75,54,54,24,1,0,54,0,45.9,0.0,2478.6,2478.6,0.0,18,446.15,2924.75,https://master.therentos.com/uploads/1779902487_PngItem_5852187.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
46,Fronx Petrol AMT,AVS RENT A CAB,1,KL07DF5531,45,0,1,hourly_min,24,,120,120,270,5000.0,81.21,95.83,2299.87,,95.83,5174.7,5174.7,54,54,24,1,0,54,0,81.21,0.0,4385.34,4385.34,0.0,18,789.36,5174.7,https://master.therentos.com/uploads/1779909743_variant.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
58,Crysta N/M Diesel MT,AVS RENT A CAB,1,KL07DH8459,53,0,1,hourly_min,24,,120,120,270,10000.0,134.18,158.33,3799.98,,158.33,8549.95,8549.95,54,54,24,1,0,54,0,134.18,0.0,7245.72,7245.72,0.0,18,1304.23,8549.95,https://master.therentos.com/uploads/1780054872_417-4177146_toyota-car-toyota-innova-crysta-motor-vehicle-png.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
67,Ertiga Petrol AMT,AVS RENT A CAB,1,KL07DE9443,50,0,1,hourly_min,24,,120,120,270,10000.0,105.93,125.0,2999.94,,125.0,6749.86,6749.86,54,54,24,1,0,54,0,105.93,0.0,5720.22,5720.22,0.0,18,1029.64,6749.86,https://master.therentos.com/uploads/1780054661_v1.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
