id,name,business,business_id,asset_identifier,asset_category_id,sub_category_id,available_stock,booking_mode,min_hrs,max_extension_hrs,km_limit,asset_km_per_block,journey_km_limit_allowed,deposit,cost_per_hr,cost_per_hr_incl_tax,cost_per_24_hrs_incl_tax,extension_price_per_hr,extension_price_per_hr_incl_tax,rental_total_incl_tax,total_journey_incl_tax,billed_hours,billed_input_hours,min_block_hours,billable_blocks,billable_extension_hours,normal_hours,extension_hours,rate_ex_tax,extension_rate_ex_tax,amount_ex_tax,base_amount_ex_tax,extension_amount_ex_tax,tax_percent,tax,total_incl_tax,image,business_logo
1,Alto K10 PETROL MT,AVS RENT A CAB,1,KL07DD8525,31,0,3,hourly_min,24,,120,120,1320,5000.0,42.37,50.0,1199.92,,50.0,13199.1,13199.1,264,264,24,1,0,264,0,42.37,0.0,11185.68,11185.68,0.0,18,2013.42,13199.1,https://master.therentos.com/uploads/1779123525_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
3,Alto K10 PETROL AMT,AVS RENT A CAB,1,KL07DK0994,32,0,1,hourly_min,24,,120,120,1320,5000.0,45.91,54.17,1300.17,,54.17,14301.88,14301.88,264,264,24,1,0,264,0,45.91,0.0,12120.24,12120.24,0.0,18,2181.64,14301.88,https://master.therentos.com/uploads/1779901823_pngegg.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
4,Celerio Petrol MT,AVS RENT A CAB,1,KL07DF5532,25,0,2,hourly_min,24,,120,120,1320,5000.0,52.97,62.5,1500.11,,62.5,16501.21,16501.21,264,264,24,1,0,264,0,52.97,0.0,13984.08,13984.08,0.0,18,2517.13,16501.21,https://master.therentos.com/uploads/1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
6,Celerio Petrol AMT,AVS RENT A CAB,1,KL07DF5506,35,0,3,hourly_min,24,,120,120,1320,5000.0,56.5,66.67,1600.08,,66.67,17600.88,17600.88,264,264,24,1,0,264,0,56.5,0.0,14916.0,14916.0,0.0,18,2684.88,17600.88,https://master.therentos.com/uploads/1779902788_1774789855_Celerio.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
9,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5564,21,0,1,hourly_min,24,,120,120,1320,5000.0,60.03,70.84,1700.05,,70.84,18700.55,18700.55,264,264,24,1,0,264,0,60.03,0.0,15847.92,15847.92,0.0,18,2852.63,18700.55,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
10,Swift Petrol MT,AVS RENT A CAB,1,KL07DF5426,21,0,1,hourly_min,24,,120,120,1320,5000.0,60.03,70.84,1700.05,,70.84,18700.55,18700.55,264,264,24,1,0,264,0,60.03,0.0,15847.92,15847.92,0.0,18,2852.63,18700.55,https://master.therentos.com/uploads/1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
11,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5542,24,0,1,hourly_min,24,,120,120,1320,5000.0,70.62,83.33,1999.96,,83.33,21999.54,21999.54,264,264,24,1,0,264,0,70.62,0.0,18643.68,18643.68,0.0,18,3355.86,21999.54,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
12,Baleno Petrol MT,AVS RENT A CAB,1,KL07DF5536,24,0,2,hourly_min,24,,120,120,1320,5000.0,70.62,83.33,1999.96,,83.33,21999.54,21999.54,264,264,24,1,0,264,0,70.62,0.0,18643.68,18643.68,0.0,18,3355.86,21999.54,https://master.therentos.com/uploads/1774789867_Baleno.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
14,Swift Petrol AMT,AVS RENT A CAB,1,KL07DF5428,36,0,2,hourly_min,24,,120,120,1320,5000.0,67.09,79.17,1899.99,,79.17,20899.88,20899.88,264,264,24,1,0,264,0,67.09,0.0,17711.76,17711.76,0.0,18,3188.12,20899.88,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
16,Swift Petrol AMT,AVS RENT A CAB,1,KL07DD9113,36,0,2,hourly_min,24,,120,120,1320,5000.0,67.09,79.17,1899.99,,79.17,20899.88,20899.88,264,264,24,1,0,264,0,67.09,0.0,17711.76,17711.76,0.0,18,3188.12,20899.88,https://master.therentos.com/uploads/1779905988_1774789906_Swift.png,https://avs.therentos.com/uploads/logos/3s9bSkpN55bYgYbLt038cOvojWVqHIrMmZ97Rxax.jpg
